0.02	0.02244	0.025179	0.028251	0.031698	0.035566	0.039905	0.044774	0.050238	0.056368	0.063246	0.070963	0.079621	0.089337	0.100237	0.112468	0.126191	0.141589	0.158866	0.17825	0.2	0.224404	0.251785	0.282508	0.316979	0.355656	0.399052	0.447744	0.502377	0.563677	0.632456	0.709627	0.796214	0.893367	1.002374	1.124683	1.261915	1.415892	1.588656	1.782502	2	2.244037	2.517851	2.825075	3.169786	3.556559	3.990525	4.477442	5.023773	5.636766	6.324555	7.096268	7.962143	8.933672	10.023745	11.246826	12.619147	14.158916	15.886565	17.825019	20	22.440369	25.178508	28.250751	31.697864	35.565588	39.905246	44.774423	50.237729	56.367659	63.245553	70.962678	79.621434	89.336718	100.237447	112.468265	126.191469	141.589157	158.865647	178.250188	200	224.403691	251.785082	282.507509	316.978638	355.655882	399.052463	447.744228	502.377286	563.676586	632.455532	709.626778	796.214341	893.367184	1002.374467	1124.68265	1261.914689	1415.891569	1588.656469	1782.501876	2000
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.07	0.08	0.09	0.1	0.11	0.11	0.11	0.1	0.1	0.1	0.09	0.1	0.1	0.12	0.14	0.16	0.18	0.21	0.23	0.25	0.26	0.28	0.29	0.3	0.31	0.32	0.34	0.36	0.39	0.42	0.45	0.49	0.52	0.54	0.54	0.52	0.49	0.45	0.42	0.42	0.5	0.68	1.01	1.51	2.19	3.03	4.01	5.04	6.05	6.93	7.57	7.91	7.88	7.47	6.75	5.76	4.65	3.5	2.44	1.55	0.85	0.39	0.11	0	0	0.04	0.13	0.18	0.22	0.22	0.21	0.18	0.15	0.11	0.07	0.04	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.07	0.09	0.11	0.13	0.14	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.17	0.19	0.21	0.24	0.28	0.3	0.33	0.34	0.35	0.36	0.36	0.35	0.35	0.35	0.35	0.36	0.37	0.4	0.42	0.45	0.48	0.5	0.49	0.47	0.42	0.36	0.31	0.29	0.36	0.54	0.89	1.43	2.2	3.16	4.28	5.47	6.62	7.6	8.3	8.63	8.51	7.95	7.02	5.81	4.45	3.13	1.71	0.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.06	0.08	0.1	0.12	0.13	0.14	0.14	0.14	0.14	0.13	0.13	0.13	0.13	0.14	0.16	0.18	0.2	0.23	0.25	0.27	0.29	0.3	0.31	0.31	0.32	0.32	0.33	0.35	0.37	0.4	0.43	0.47	0.5	0.51	0.51	0.47	0.41	0.33	0.25	0.21	0.24	0.4	0.73	1.28	2.04	3.04	4.18	5.43	6.63	7.68	8.43	8.8	8.71	8.18	7.24	6.03	4.66	3.31	1.97	0.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.09	0.13	0.16	0.19	0.22	0.24	0.25	0.26	0.27	0.27	0.27	0.28	0.29	0.31	0.35	0.39	0.43	0.48	0.53	0.57	0.62	0.66	0.71	0.76	0.82	0.88	0.94	1.01	1.07	1.14	1.2	1.27	1.34	1.42	1.5	1.59	1.7	1.83	2	2.21	2.46	2.78	3.15	3.58	4.03	4.49	4.91	5.25	5.47	5.52	5.38	5.05	4.53	3.88	3.14	2.39	1.67	1.15	0.39	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.09	0.13	0.16	0.19	0.21	0.23	0.24	0.25	0.25	0.25	0.25	0.25	0.26	0.28	0.3	0.34	0.37	0.41	0.45	0.48	0.52	0.56	0.61	0.66	0.72	0.79	0.85	0.93	0.99	1.06	1.12	1.17	1.22	1.26	1.3	1.36	1.44	1.56	1.75	2	2.34	2.77	3.28	3.86	4.46	5.05	5.56	5.94	6.13	6.1	5.84	5.36	4.69	3.9	3.07	2.27	1.46	0.57	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.07	0.09	0.11	0.13	0.14	0.15	0.16	0.16	0.16	0.15	0.15	0.15	0.15	0.17	0.19	0.21	0.24	0.27	0.3	0.32	0.34	0.36	0.37	0.38	0.4	0.42	0.45	0.48	0.53	0.58	0.63	0.68	0.72	0.73	0.71	0.65	0.57	0.48	0.4	0.39	0.5	0.76	1.22	1.92	2.82	3.91	5.07	6.23	7.23	7.96	8.31	8.24	7.72	6.86	5.72	4.47	3.23	2.11	1.24	0.54	0.15	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0.07	0.1	0.12	0.15	0.17	0.18	0.19	0.2	0.2	0.2	0.2	0.2	0.22	0.24	0.26	0.3	0.34	0.39	0.43	0.47	0.51	0.55	0.59	0.63	0.67	0.71	0.76	0.81	0.87	0.94	1.02	1.11	1.2	1.29	1.38	1.45	1.5	1.54	1.56	1.59	1.66	1.78	2	2.33	2.8	3.4	4.08	4.81	5.49	6.05	6.4	6.48	6.24	5.73	4.96	4.04	3.06	2.1	1.06	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.1	0.14	0.17	0.2	0.23	0.25	0.26	0.27	0.28	0.28	0.28	0.29	0.31	0.33	0.37	0.42	0.48	0.54	0.6	0.66	0.72	0.78	0.84	0.9	0.97	1.03	1.1	1.16	1.23	1.29	1.37	1.44	1.53	1.61	1.71	1.8	1.9	2.01	2.12	2.25	2.41	2.61	2.85	3.14	3.48	3.87	4.26	4.63	4.94	5.12	5.14	4.98	4.61	4.08	3.41	2.68	1.93	1.31	0.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.1	0.15	0.19	0.22	0.25	0.28	0.29	0.3	0.31	0.32	0.32	0.33	0.35	0.37	0.41	0.45	0.5	0.55	0.6	0.65	0.7	0.76	0.82	0.88	0.95	1.03	1.1	1.17	1.23	1.3	1.37	1.45	1.54	1.66	1.82	2.01	2.26	2.55	2.89	3.26	3.66	4.06	4.43	4.75	4.99	5.13	5.14	5.03	4.78	4.42	3.94	3.39	2.79	2.19	1.6	1.11	0.71	0.15	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.11	0.16	0.2	0.23	0.27	0.29	0.31	0.32	0.33	0.33	0.33	0.34	0.35	0.37	0.4	0.44	0.49	0.54	0.59	0.63	0.68	0.74	0.8	0.86	0.93	1	1.07	1.14	1.21	1.27	1.34	1.42	1.51	1.62	1.76	1.93	2.15	2.42	2.73	3.09	3.48	3.88	4.28	4.64	4.94	5.15	5.23	5.18	4.99	4.66	4.19	3.63	2.99	2.35	1.7	1.17	0.74	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.11	0.15	0.19	0.23	0.26	0.29	0.31	0.32	0.33	0.33	0.34	0.35	0.36	0.39	0.42	0.47	0.52	0.57	0.62	0.67	0.73	0.79	0.86	0.93	1	1.08	1.15	1.23	1.29	1.36	1.43	1.51	1.61	1.75	1.93	2.15	2.44	2.77	3.16	3.58	4	4.4	4.75	5.01	5.17	5.2	5.09	4.85	4.49	4.02	3.48	2.9	2.3	1.75	1.22	0.8	0.48	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.09	0.17	0.23	0.29	0.35	0.4	0.44	0.47	0.49	0.5	0.51	0.52	0.54	0.56	0.61	0.67	0.75	0.84	0.94	1.04	1.14	1.24	1.34	1.46	1.58	1.7	1.82	1.94	2.05	2.15	2.25	2.35	2.45	2.57	2.71	2.86	3.04	3.24	3.44	3.65	3.84	4	4.1	4.13	4.08	3.94	3.72	3.43	3.07	2.67	2.24	1.81	1.4	1	0.72	0.31	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.11	0.16	0.2	0.23	0.27	0.29	0.31	0.32	0.33	0.33	0.34	0.35	0.37	0.4	0.45	0.51	0.57	0.65	0.72	0.79	0.85	0.92	0.99	1.06	1.14	1.21	1.28	1.35	1.43	1.5	1.58	1.68	1.78	1.89	2.01	2.13	2.26	2.39	2.53	2.66	2.79	2.94	3.1	3.29	3.5	3.73	3.97	4.18	4.33	4.4	4.33	4.12	3.76	3.28	2.71	2.11	1.51	1.07	0.41	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.09	0.18	0.24	0.3	0.36	0.41	0.44	0.47	0.49	0.5	0.52	0.53	0.56	0.6	0.66	0.74	0.85	0.97	1.09	1.21	1.33	1.45	1.55	1.65	1.75	1.84	1.92	1.99	2.05	2.1	2.15	2.2	2.25	2.32	2.39	2.47	2.55	2.61	2.67	2.7	2.7	2.68	2.64	2.6	2.57	2.55	2.57	2.62	2.7	2.79	2.85	2.87	2.81	2.66	2.42	2.1	1.73	1.33	0.94	0.54	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.11	0.16	0.2	0.24	0.27	0.3	0.32	0.33	0.34	0.35	0.36	0.37	0.39	0.42	0.47	0.52	0.59	0.65	0.72	0.78	0.85	0.92	1	1.09	1.17	1.26	1.34	1.42	1.5	1.56	1.63	1.7	1.77	1.87	2	2.17	2.39	2.66	2.98	3.35	3.74	4.13	4.5	4.81	5.03	5.14	5.1	4.91	4.58	4.11	3.53	2.89	2.22	1.57	0.88	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
